"","gender","age","statereside","hhincome","education","maritalstatus","citizenus","working","probvote","Vote24Harris","Vote24Trump","Vote24Other","white","ContactsHarris","ContactsTrump","income","presvote"
"2571","Female",56,"42 Pennsylvania","11 40,000 to 49,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",95,0,5,"1 Yes",50,50,11,"Harris"
"2572","Female",76,"13 Georgia","12 50,000 to 59,999",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,12,NA
"2573","Male",27,"26 Michigan","1 Less than $5,000",9,"6 Never married","1 Yes","1 Yes","0",NA,NA,100,"0 No",NA,NA,1,"Other"
"2574","Female",49,"26 Michigan","1 Less than $5,000",6,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,1,NA
"2575","Male",43,"13 Georgia","16 150,000 or more",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",60,40,16,NA
"2576","Male",27,"26 Michigan","8 25,000 to 2,999",9,"6 Never married","1 Yes","0 No","100",100,0,0,"0 No",50,50,8,"Harris"
"2577","Male",72,"13 Georgia","8 25,000 to 2,999",11,"5 Widowed","1 Yes","1 Yes","100",NA,NA,NA,"0 No",99,1,8,NA
"2578","Male",66,"26 Michigan","15 100,000 to 149,999",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",55,45,15,NA
"2579","Female",30,"51 Virginia","16 150,000 or more",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,16,"Harris"
"2580","Male",41,"13 Georgia","14 75,000 to 99,999",10,"4 Divorced","1 Yes","1 Yes","0",0,100,0,"1 Yes",25,70,14,"Trump"
"2581","Female",35,"36 New York","14 75,000 to 99,999",8,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,14,NA
"2582","Female",56,"51 Virginia","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"0 No",90,10,16,"Harris"
"2583","Male",64,"12 Florida","7 20,000 to 24,999",10,"4 Divorced","1 Yes","0 No","0",NA,100,NA,"1 Yes",50,50,7,"Trump"
"2584","Female",34,"11 District of Columbia","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,15,"Harris"
"2585","Male",30,"13 Georgia","15 100,000 to 149,999",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","1",1,1,98,"1 Yes",10,5,15,"Other"
"2586","Female",83,"12 Florida","13 60,000 to 74,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",95,5,13,"Harris"
"2587","Female",44,"37 North Carolina","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",98,0,16,"Harris"
"2588","Female",25,"42 Pennsylvania","1 Less than $5,000",13,"6 Never married","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,1,"Harris"
"2589","Male",67,"33 New Hampshire","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",80,19,12,"Harris"
"2590","Female",39,"42 Pennsylvania","4 10,000 to 12,499",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",95,5,4,NA
"2591","Female",29,"36 New York","16 150,000 or more",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",90,10,16,NA
"2592","Male",24,"42 Pennsylvania","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,14,"Harris"
"2593","Female",46,"13 Georgia","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,15,"Harris"
"2594","Female",47,"13 Georgia","12 50,000 to 59,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",10,90,12,NA
"2595","Female",37,"13 Georgia","15 100,000 to 149,999",13,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",99,1,15,NA
"2596","Female",36,"42 Pennsylvania","4 10,000 to 12,499",10,"6 Never married","1 Yes","0 No","70",5,95,0,"1 Yes",33,34,4,"Trump"
"2597","Female",30,"9 Connecticut","14 75,000 to 99,999",12,"6 Never married","1 Yes","1 Yes","100",100,0,NA,"0 No",50,50,14,"Harris"
"2598","Male",61,"36 New York","7 20,000 to 24,999",9,"6 Never married","1 Yes","0 No","99",100,0,0,"1 Yes",100,0,7,"Harris"
"2599","Male",67,"42 Pennsylvania","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",50,50,14,"Harris"
"2600","Male",64,"39 Ohio","6 15,000 to 19,999",14,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"0 No",98,2,6,NA
"2601","Female",21,"26 Michigan","10 35,000 to 39,999",9,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,10,NA
"2602","Female",70,"12 Florida","11 40,000 to 49,999",13,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"0 No",80,5,11,"Harris"
"2603","Male",84,"25 Massachusetts","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",70,20,15,"Harris"
"2604","Male",64,"45 South Carolina","10 35,000 to 39,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,95,10,"Trump"
"2605","Female",57,"9 Connecticut","1 Less than $5,000",9,"4 Divorced","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,95,1,"Trump"
"2606","Female",37,"44 Rhode Island","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",90,10,14,"Harris"
"2607","Female",66,"13 Georgia","15 100,000 to 149,999",14,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,15,NA
"2608","Male",48,"26 Michigan","13 60,000 to 74,999",13,"6 Never married","1 Yes","1 Yes","30",80,NA,20,"1 Yes",40,60,13,"Harris"
"2609","Female",45,"42 Pennsylvania","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",0,0,100,"0 No",50,50,15,"Other"
"2610","Female",74,"26 Michigan","12 50,000 to 59,999",12,"5 Widowed","1 Yes","1 Yes","100",NA,NA,NA,"0 No",95,5,12,NA
"2611","Male",79,"37 North Carolina","13 60,000 to 74,999",15,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",80,10,13,"Harris"
"2612","Female",58,"36 New York","15 100,000 to 149,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",25,75,15,"Trump"
"2613","Female",52,"37 North Carolina","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",10,90,NA,"1 Yes",15,85,16,"Trump"
"2614","Female",65,"12 Florida","8 25,000 to 2,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",50,50,8,NA
"2615","Female",69,"13 Georgia","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",90,10,15,NA
"2616","Female",65,"37 North Carolina","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,15,NA
"2617","Female",26,"42 Pennsylvania","13 60,000 to 74,999",13,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",90,10,13,"Harris"
"2618","Female",24,"18 Indiana","12 50,000 to 59,999",13,"6 Never married","1 Yes","0 No","70",60,0,40,"0 No",60,40,12,"Harris"
"2619","Male",49,"42 Pennsylvania","10 35,000 to 39,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",5,95,10,"Trump"
"2620","Male",27,"9 Connecticut","4 10,000 to 12,499",10,"6 Never married","1 Yes","0 No","100",100,NA,NA,"0 No",80,0,4,"Harris"
"2621","Male",72,"36 New York","4 10,000 to 12,499",10,"6 Never married","1 Yes","0 No","75",30,60,10,"1 Yes",35,55,4,"Trump"
"2622","Female",35,"13 Georgia","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,15,"Harris"
"2623","Female",45,"42 Pennsylvania","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",75,0,16,"Harris"
"2624","Female",48,"36 New York","15 100,000 to 149,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","70",50,50,NA,"1 Yes",30,70,15,"Trump"
"2625","Male",70,"26 Michigan","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,15,NA
"2626","Female",36,"36 New York","5 12,500 to 14,999",12,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",95,5,5,"Harris"
"2627","Female",65,"13 Georgia","1 Less than $5,000",8,"1 Married (spouse lives with me)","1 Yes","0 No","50",100,NA,NA,"0 No",100,0,1,"Harris"
"2628","Female",26,"51 Virginia","13 60,000 to 74,999",9,"6 Never married","1 Yes","1 Yes","100",100,0,0,"0 No",85,5,13,"Harris"
"2629","Female",67,"25 Massachusetts","7 20,000 to 24,999",12,"4 Divorced","1 Yes","1 Yes","44",50,50,0,"1 Yes",48,50,7,"Trump"
"2630","Male",73,"13 Georgia","12 50,000 to 59,999",16,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",90,10,12,NA
"2631","Male",37,"13 Georgia","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","90",100,NA,NA,"0 No",100,0,16,"Harris"
"2632","Female",34,"42 Pennsylvania","3 7,500 to 9,999",12,"6 Never married","1 Yes","1 Yes","0",50,25,25,"0 No",NA,NA,3,"Harris"
"2633","Male",37,"51 Virginia","10 35,000 to 39,999",10,"2 Married (spouse lives elsewhere)","1 Yes","1 Yes","99",100,0,NA,"1 Yes",99,1,10,"Harris"
"2634","Male",61,"13 Georgia","14 75,000 to 99,999",14,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"1 Yes",99,1,14,NA
"2635","Male",65,"9 Connecticut","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",80,20,15,NA
"2636","Male",61,"12 Florida","14 75,000 to 99,999",8,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",0,100,14,"Trump"
"2637","Female",60,"13 Georgia","12 50,000 to 59,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",9,91,12,"Trump"
"2638","Female",20,"12 Florida","13 60,000 to 74,999",9,"6 Never married","1 Yes","1 Yes","65",100,NA,NA,"0 No",100,0,13,"Harris"
"2639","Female",36,"42 Pennsylvania","2 5,000 to 7,499",9,"6 Never married","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",40,60,2,"Trump"
"2640","Female",63,"37 North Carolina","14 75,000 to 99,999",13,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",30,70,14,NA
"2641","Male",55,"42 Pennsylvania","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",40,60,16,NA
"2642","Female",28,"24 Maryland","16 150,000 or more",13,"6 Never married","1 Yes","1 Yes","85",75,15,10,"1 Yes",45,50,16,"Harris"
"2643","Female",55,"45 South Carolina","8 25,000 to 2,999",10,"4 Divorced","1 Yes","0 No","100",100,0,0,"1 Yes",NA,NA,8,"Harris"
"2644","Female",48,"26 Michigan","10 35,000 to 39,999",10,"6 Never married","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,10,"Harris"
"2645","Female",30,"42 Pennsylvania","9 30,000 to 34,999",10,"6 Never married","1 Yes","0 No","100",100,0,NA,"0 No",100,0,9,"Harris"
"2646","Female",58,"42 Pennsylvania","10 35,000 to 39,999",9,"6 Never married","1 Yes","1 Yes","100",50,50,0,"1 Yes",50,50,10,"Trump"
"2647","Male",37,"12 Florida","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","60",0,0,100,"0 No",50,50,14,"Other"
"2648","Female",56,"42 Pennsylvania","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",30,70,16,"Trump"
"2649","Male",36,"26 Michigan","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",75,25,14,NA
"2650","Male",34,"26 Michigan","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,14,NA
"2651","Male",42,"36 New York","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",89,10,16,"Harris"
"2652","Female",36,"26 Michigan","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",20,0,80,"0 No",99,0,15,"Other"
"2653","Female",55,"12 Florida","11 40,000 to 49,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes",".a",NA,NA,NA,"1 Yes",NA,NA,11,NA
"2654","Female",64,"37 North Carolina","16 150,000 or more",13,"5 Widowed","1 Yes","0 No","50",50,50,NA,"1 Yes",80,20,16,"Trump"
"2655","Female",47,"26 Michigan","12 50,000 to 59,999",12,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,12,NA
"2656","Female",65,"13 Georgia","10 35,000 to 39,999",10,"6 Never married","1 Yes","1 Yes","20",100,0,NA,"0 No",100,0,10,"Harris"
"2657","Female",71,"39 Ohio","9 30,000 to 34,999",12,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"1 Yes",50,50,9,"Harris"
"2658","Female",67,"37 North Carolina","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",100,0,13,"Harris"
"2659","Female",29,"12 Florida","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","5",0,0,100,"0 No",15,0,1,"Other"
"2660","Male",65,"24 Maryland","7 20,000 to 24,999",10,"4 Divorced","1 Yes","0 No","100",100,0,0,"0 No",95,0,7,"Harris"
"2661","Female",38,"42 Pennsylvania","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",80,20,15,NA
"2662","Male",45,"51 Virginia","15 100,000 to 149,999",12,"6 Never married","1 Yes","1 Yes","100",100,0,NA,"0 No",100,0,15,"Harris"
"2663","Male",69,"45 South Carolina","6 15,000 to 19,999",9,"3 Separated","1 Yes","1 Yes","100",100,0,0,"0 No",52,48,6,"Harris"
"2664","Female",35,"13 Georgia","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",90,10,NA,"0 No",50,50,16,"Harris"
"2665","Female",61,"25 Massachusetts","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",90,10,14,"Harris"
"2666","Male",52,"37 North Carolina","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",95,5,15,"Harris"
"2667","Male",45,"42 Pennsylvania","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",75,25,NA,"1 Yes",50,50,14,"Harris"
"2668","Female",60,"18 Indiana","11 40,000 to 49,999",9,"2 Married (spouse lives elsewhere)","1 Yes","1 Yes","50",100,NA,NA,"0 No",100,0,11,"Harris"
"2669","Male",76,"34 New Jersey","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",95,5,13,NA
"2670","Female",54,"37 North Carolina","7 20,000 to 24,999",12,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",94,2,7,NA
"2671","Female",32,"37 North Carolina","16 150,000 or more",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",90,10,16,"Harris"
"2672","Female",50,"36 New York","14 75,000 to 99,999",14,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,14,NA
"2673","Male",60,"36 New York","16 150,000 or more",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",80,20,16,"Harris"
"2674","Female",50,"34 New Jersey","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"0 No",50,50,15,"Harris"
"2675","Female",43,"25 Massachusetts","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",90,10,15,NA
"2676","Male",86,"12 Florida","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",35,60,13,NA
"2677","Female",32,"26 Michigan","12 50,000 to 59,999",10,"6 Never married","1 Yes","1 Yes","75",0,50,50,"1 Yes",80,10,12,"Trump"
"2678","Female",34,"24 Maryland","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",99,0,14,NA
"2679","Male",25,"26 Michigan","11 40,000 to 49,999",13,"6 Never married","1 Yes","1 Yes","95",55,45,0,"1 Yes",45,55,11,"Harris"
"2680","Female",56,"34 New Jersey","10 35,000 to 39,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",60,40,10,NA
"2681","Male",72,"13 Georgia","11 40,000 to 49,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",48,52,11,NA
"2682","Male",53,"13 Georgia","9 30,000 to 34,999",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,9,NA
"2683","Female",70,"9 Connecticut","8 25,000 to 2,999",10,"5 Widowed","1 Yes","0 No","100",100,0,NA,"1 Yes",90,10,8,"Harris"
"2684","Female",54,"13 Georgia","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,NA,"1 Yes",35,64,14,"Harris"
"2685","Female",62,"42 Pennsylvania","14 75,000 to 99,999",10,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",95,5,14,"Harris"
"2686","Female",33,"51 Virginia","16 150,000 or more",14,"6 Never married","1 Yes","1 Yes","100",5,85,10,"0 No",50,50,16,"Trump"
"2687","Female",43,"12 Florida","15 100,000 to 149,999",14,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,15,"Harris"
"2688","Female",64,"34 New Jersey","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",30,70,15,"Trump"
"2689","Female",69,"39 Ohio","13 60,000 to 74,999",11,"4 Divorced","1 Yes","0 No","0",0,0,100,"0 No",100,0,13,"Other"
"2690","Female",48,"13 Georgia","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",0,0,13,NA
"2691","Male",47,"42 Pennsylvania","10 35,000 to 39,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","0",100,NA,NA,".e",100,0,10,"Harris"
"2692","Female",38,"33 New Hampshire","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,16,"Harris"
"2693","Female",52,"26 Michigan","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"0 No",65,35,14,"Harris"
"2694","Male",69,"37 North Carolina","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,13,NA
"2695","Female",56,"44 Rhode Island","11 40,000 to 49,999",14,"4 Divorced","1 Yes","1 Yes","100",100,0,0,"1 Yes",98,2,11,"Harris"
"2696","Male",68,"37 North Carolina","9 30,000 to 34,999",10,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"0 No",90,10,9,NA
"2697","Female",45,"34 New Jersey","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",50,0,50,"1 Yes",60,30,16,"Harris"
"2698","Female",55,"12 Florida","14 75,000 to 99,999",14,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",56,40,14,NA
"2699","Female",58,"26 Michigan","10 35,000 to 39,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","60",0,100,0,"1 Yes",0,100,10,"Trump"
"2700","Female",32,"13 Georgia","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"0 No",100,0,11,"Harris"
"2701","Female",57,"26 Michigan","11 40,000 to 49,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",2,98,11,"Trump"
"2702","Female",42,"36 New York","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",100,0,15,"Harris"
"2703","Female",44,"13 Georgia","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,16,NA
"2704","Female",33,"36 New York","8 25,000 to 2,999",10,"6 Never married","1 Yes","1 Yes","50",40,40,20,"0 No",50,25,8,"Trump"
"2705","Female",47,"12 Florida","11 40,000 to 49,999",10,"6 Never married","1 Yes","1 Yes","100",0,100,NA,"1 Yes",0,100,11,"Trump"
"2706","Female",77,"23 Maine","6 15,000 to 19,999",12,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",70,25,6,NA
"2707","Female",31,"39 Ohio","14 75,000 to 99,999",10,"6 Never married","1 Yes","1 Yes","100",0,100,0,"0 No",80,20,14,"Trump"
"2708","Female",58,"12 Florida","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"0 No",90,10,15,"Harris"
"2709","Female",59,"13 Georgia","1 Less than $5,000",10,"6 Never married","1 Yes","0 No","10",50,50,NA,"0 No",50,50,1,"Trump"
"2710","Female",30,"13 Georgia","16 150,000 or more",14,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",5,95,16,NA
"2711","Female",27,"36 New York","8 25,000 to 2,999",9,"6 Never married","1 Yes","0 No","100",100,0,0,"0 No",100,0,8,"Harris"
"2712","Female",76,"26 Michigan","14 75,000 to 99,999",13,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",0,100,14,"Trump"
"2713","Female",46,"24 Maryland","14 75,000 to 99,999",13,"6 Never married","1 Yes","1 Yes",".a",NA,NA,NA,"0 No",NA,NA,14,NA
"2714","Female",64,"12 Florida","7 20,000 to 24,999",10,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,7,"Harris"
"2715","Female",31,"13 Georgia","9 30,000 to 34,999",9,"6 Never married","1 Yes","0 No","50",90,0,10,"1 Yes",70,10,9,"Harris"
"2716","Female",76,"51 Virginia","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",80,20,16,NA
"2717","Female",47,"42 Pennsylvania","16 150,000 or more",15,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,16,"Harris"
"2718","Female",45,"34 New Jersey","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",80,20,13,"Harris"
"2719","Female",48,"13 Georgia","16 150,000 or more",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","50",50,50,NA,"1 Yes",50,50,16,"Trump"
"2720","Male",69,"37 North Carolina","13 60,000 to 74,999",14,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"1 Yes",49,51,13,NA
"2721","Male",27,"37 North Carolina","13 60,000 to 74,999",13,"6 Never married","1 Yes","1 Yes","100",40,60,NA,"1 Yes",50,50,13,"Trump"
"2722","Male",28,"13 Georgia","7 20,000 to 24,999",14,"6 Never married","1 Yes","0 No","0",0,0,100,"0 No",50,50,7,"Other"
"2723","Female",57,"13 Georgia","13 60,000 to 74,999",13,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",89,11,13,"Harris"
"2724","Female",19,"13 Georgia","15 100,000 to 149,999",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",10,90,15,NA
"2725","Male",66,"24 Maryland","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"0 No",80,20,16,"Harris"
"2726","Female",67,"42 Pennsylvania","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",5,95,15,"Trump"
"2727","Female",63,"26 Michigan","12 50,000 to 59,999",9,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,12,NA
"2728","Female",35,"25 Massachusetts","1 Less than $5,000",10,"6 Never married","1 Yes","1 Yes","0",60,30,10,"1 Yes",40,50,1,"Harris"
"2729","Male",27,"42 Pennsylvania","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,16,NA
"2730","Male",81,"13 Georgia","11 40,000 to 49,999",12,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,11,NA
"2731","Female",46,"13 Georgia","14 75,000 to 99,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",2,98,14,"Trump"
"2732","Female",66,"24 Maryland","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",94,5,16,"Harris"
"2733","Male",59,"36 New York","4 10,000 to 12,499",9,"4 Divorced","1 Yes","0 No",".e",0,100,0,"0 No",0,100,4,"Trump"
"2734","Female",67,"24 Maryland","13 60,000 to 74,999",13,"4 Divorced","1 Yes","0 No","100",0,100,0,"1 Yes",40,60,13,"Trump"
"2735","Female",54,"36 New York","13 60,000 to 74,999",12,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",35,65,13,NA
"2736","Male",78,"12 Florida","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",10,90,16,"Trump"
"2737","Male",27,"36 New York","12 50,000 to 59,999",13,"6 Never married","1 Yes","1 Yes","50",0,0,100,"0 No",30,30,12,"Other"
"2738","Female",29,"42 Pennsylvania","15 100,000 to 149,999",13,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"0 No",80,15,15,NA
"2739","Female",35,"13 Georgia","4 10,000 to 12,499",9,"6 Never married","1 Yes","1 Yes","2",100,0,0,"0 No",100,0,4,"Harris"
"2740","Male",68,"42 Pennsylvania","7 20,000 to 24,999",14,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,7,"Harris"
"2741","Male",40,"42 Pennsylvania","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",96,2,12,NA
"2742","Female",42,"51 Virginia","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",20,75,16,NA
"2743","Female",70,"51 Virginia","15 100,000 to 149,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,15,NA
"2744","Female",47,"36 New York","1 Less than $5,000",14,"4 Divorced","1 Yes","0 No","100",NA,100,NA,"1 Yes",10,90,1,"Trump"
