"","X","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z","off","offplus"
"125",125,"Sime Vrsaljko",2018,"Croatia",-0.42,-0.47,1.72,0.11,1.01,1.12,-0.16,0.95,0.35,1.78,0.59,0.13,0.79,0.88,0.3,0.85,2.07,0.9075
"126",126,"Tin Jedvaj",2018,"Croatia",-0.42,-0.59,-0.51,-0.8,-0.98,-0.68,-0.67,-0.75,-0.49,-0.45,-0.54,-0.45,-0.53,-0.91,-0.91,-0.56,-1.43,-0.6525
"127",127,"Vedran Corluka",2018,"Croatia",-0.42,-0.59,-0.51,-0.8,-0.81,-0.65,-0.16,-0.66,-0.49,0.25,0.42,-0.45,-0.29,-0.51,-0.91,-0.77,-1.31,-0.495
"128",128,"Andreas Christensen",2018,"Denmark",-0.42,-0.59,-0.51,-0.59,0.88,-0.39,-0.67,0.53,-0.31,0.16,1.41,2.17,-0.08,-0.44,-0.03,-0.77,0.14,-0.26
"129",129,"Andreas Cornelius",2018,"Denmark",-0.42,-0.59,0.03,0.32,-0.99,-0.86,-0.38,-0.68,-0.82,-0.79,-0.51,-0.45,2.97,-0.1,-0.03,-0.14,-1.54,-0.4725
"130",130,"Christian Eriksen",2018,"Denmark",1.17,0.91,2.18,0.73,0.51,0.03,0.47,0.22,-0.31,0.06,-0.36,0.26,0.12,-1.11,-0.03,0.7,0.25,0.725
"131",131,"Henrik Dalsgaard",2018,"Denmark",-0.42,-0.59,0.03,-0.8,0.52,1.52,-0.38,-0.08,1.53,0.42,2.74,0.8,2.15,1.59,-0.62,-0.19,1.44,0.2725
"132",132,"Jens Stryger Larsen",2018,"Denmark",-0.42,-0.43,-0.51,-0.18,-0.24,-0.21,-0.38,-0.68,-0.52,-0.46,0.08,0.26,-0.08,-0.77,-0.91,-0.21,-0.89,-0.445
"133",133,"Jonas Knudsen",2018,"Denmark",-0.42,-0.59,0.03,-0.59,-0.83,-0.21,-0.38,-0.84,-0.82,-0.79,-0.36,-0.45,-0.28,-0.77,-0.91,0.45,-1.05,-0.35
"134",134,"Kasper Schmeichel",2018,"Denmark",-0.42,-0.59,-0.51,-0.8,-0.18,2.53,-0.67,-0.84,-0.82,-0.48,-0.51,-0.45,-0.69,-1.11,-0.91,-0.32,1.69,0.1275
"135",135,"Lasse Schöne",2018,"Denmark",-0.42,-0.33,-0.51,-0.59,0.11,-0.27,-0.67,-0.68,0.04,0.56,0.08,0.18,-0.08,-0.44,-0.32,0.07,-0.95,-0.5325
"136",136,"Martin Braithwaite",2018,"Denmark",-0.42,-0.16,-0.51,0.32,-0.78,-0.92,0.19,-0.84,-0.82,-0.72,-0.36,-0.45,-0.08,0.58,-0.62,-0.47,-1.76,-0.52
"137",137,"Mathias Jørgensen",2018,"Denmark",1.17,-0.27,-0.51,-0.49,-0.18,-0.21,-0.67,-0.53,-0.76,-0.51,0.82,-0.45,-0.08,0.24,-0.32,-0.55,-0.74,-0.48
"138",138,"Nicolai Jørgensen",2018,"Denmark",-0.42,0.42,-0.51,1.04,-0.85,-0.98,-0.67,-0.23,-0.31,-0.79,-0.06,-0.45,0.53,0.24,-0.91,0.65,-1.21,-0.5975
"139",139,"Pione Sisto",2018,"Denmark",-0.42,-0.24,0.57,0.02,-0.34,-0.39,2.47,0.53,-0.26,-0.15,-0.65,-0.45,-0.89,-1.11,0.85,0.42,0.14,0.795
"140",140,"Simon Kjaer",2018,"Denmark",-0.42,-0.59,-0.51,0.02,1.25,1.58,-0.67,-0.08,-0.21,-0.79,3.93,0.13,0.53,-0.44,-0.62,0.12,1.5,0.08
"141",141,"Thomas Delaney",2018,"Denmark",-0.42,-0.22,-0.51,0.63,0.56,-0.09,-0.1,-0.23,1.12,0.75,-0.06,0.33,1.55,2.94,-0.03,-0.04,-0.32,-0.2325
"142",142,"Viktor Fischer",2018,"Denmark",-0.42,-0.55,-0.51,-0.8,-1.16,-1.04,-0.67,-0.84,-0.82,-0.79,-0.65,-0.45,-0.89,-1.11,-0.91,-0.77,-1.88,-0.765
"143",143,"William Kvist",2018,"Denmark",-0.42,-0.59,-0.51,-0.8,-1.02,-0.98,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.69,-1.11,-0.62,-0.75,-1.82,-0.75
"144",144,"Yussuf Yurary Poulsen",2018,"Denmark",1.17,0.14,-0.51,1.24,-0.5,-0.81,1.33,0.53,-0.03,0.02,-0.06,0.8,2.15,1.92,-0.32,-0.04,-0.28,0.135
"145",145,"Abdalla Said",2018,"Egypt",-0.42,-0.24,1.82,-0.35,0.91,0.88,0.16,1.13,-0.16,0.79,-0.59,-0.45,-0.01,-1.11,-0.06,1.43,2.01,0.9975
"146",146,"Ahmed Fathi",2018,"Egypt",-0.42,-0.56,1.82,-0.65,1.31,2.94,-0.26,0.26,1.45,1.63,1.55,-0.45,-0.31,2.3,-0.49,0.66,3.2,1.19
"147",147,"Ahmed Hegazi",2018,"Egypt",-0.42,-0.59,-0.51,-0.5,0.51,0.7,-0.26,0.48,-0.26,3.7,4.53,1.25,1.45,-0.14,-0.49,-0.77,1.18,0.1025
"148",148,"Ali Gabr",2018,"Egypt",-0.42,-0.5,0.27,-0.06,-0.08,-0.07,-0.67,-0.84,0.64,-0.28,2.83,1.44,-0.01,-0.14,-0.49,-0.33,-0.91,-0.3275
"149",149,"Amr Warda",2018,"Egypt",-0.42,-0.47,-0.51,-0.5,-0.54,-0.33,0.57,1.13,-0.57,0.04,-0.16,-0.08,0.28,-0.62,1.21,0.18,0.8,0.215
"150",150,"Essam El-Hadary",2018,"Egypt",-0.42,-0.59,-0.51,-0.8,-0.91,-0.41,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,-1.11,-0.91,-0.77,-1.25,-0.6075
"151",151,"Kahraba",2018,"Egypt",-0.42,-0.59,-0.51,1.41,-1.04,-0.93,-0.67,-0.62,-0.26,-0.79,-0.59,-0.45,-0.6,-0.14,-0.91,0.14,-1.55,-0.6825
"152",152,"Marwan Mohsen",2018,"Egypt",-0.42,-0.21,-0.51,1.85,-0.73,-0.93,0.16,-0.62,-0.26,-0.79,0.05,-0.45,2.92,0.84,0.79,-0.15,-1.55,-0.475
"153",153,"Mohamed Abdel-Shafy",2018,"Egypt",-0.42,-0.59,1.05,-0.8,1.45,3.46,0.16,0.7,0.25,1.21,1.12,-0.45,-0.31,-0.14,-0.06,0.11,4.16,1.3425
"154",154,"Mohamed El-Shenawy",2018,"Egypt",-0.42,-0.59,-0.51,-0.8,-0.89,0.02,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.6,-1.11,-0.91,-0.77,-0.82,-0.5
"155",155,"Mohamed Elneny",2018,"Egypt",-0.42,-0.09,-0.51,-0.5,0.66,0.02,-0.67,0.26,-0.57,-0.04,-0.16,0.86,-0.89,0.35,-0.91,0.18,0.28,-0.225
"156",156,"Mohamed Salah",2018,"Egypt",4.17,3.69,-0.51,1.26,-0.73,-0.5,0.16,0.91,-0.66,-0.62,-0.8,-0.45,-0.89,-0.62,-0.49,0.77,0.41,0.015
"157",157,"Ramadan Sobhi",2018,"Egypt",-0.42,-0.59,-0.51,-0.21,-0.91,-0.76,-0.26,0.48,-0.66,-0.79,-0.8,-0.45,-0.6,-0.62,-0.49,-0.77,-0.28,-0.2625
"158",158,"Sam Morsy",2018,"Egypt",-0.42,-0.59,-0.51,-0.8,-0.83,-1.02,-0.67,-0.4,-0.82,-0.02,-0.59,-0.45,-0.89,-0.14,-0.91,-0.77,-1.42,-0.65
"159",159,"Tarek Hamed",2018,"Egypt",-0.42,-0.47,-0.51,-0.8,0.99,-0.07,-0.67,-0.62,0.98,2.84,-0.38,-0.08,-0.6,1.81,0.36,-0.33,-0.69,-0.4675
"160",160,"Trezeguet",2018,"Egypt",-0.42,1.11,-0.51,1.56,0.09,-0.24,0.57,1.57,0.66,1.88,-0.16,0.13,1.16,1.32,-0.49,1.21,1.33,0.3475
"161",161,"Ashley Young",2018,"England",-0.42,-0.42,1.08,-0.8,0.35,0.38,-0.33,0.06,-0.2,0.59,-0.37,-0.45,-0.77,-0.31,-0.39,0.67,0.44,0.2975
"162",162,"Danny Rose",2018,"England",-0.42,-0.55,-0.51,-0.43,-0.55,-0.54,-0.16,-0.3,-0.36,-0.32,-0.45,-0.45,-0.89,-0.91,0.3,-0.52,-0.84,-0.3775
"163",163,"Dele Alli",2018,"England",0.52,0.5,-0.51,0.41,-0.31,-0.54,-0.5,-0.48,-0.01,-0.15,-0.28,-0.45,-0.17,-0.51,0.65,-0.01,-1.02,-0.5075
"164",164,"Eric Dier",2018,"England",-0.42,0.14,-0.51,-0.31,0.08,-0.58,0.01,-0.48,0.15,-0.49,-0.45,-0.11,-0.29,-0.11,-0.22,-0.53,-1.06,-0.39
"165",165,"Fabian Delph",2018,"England",-0.42,-0.49,-0.19,-0.68,-0.18,-0.79,0.17,-0.48,-0.05,0.27,-0.54,-0.45,-0.65,-0.91,-0.39,-0.58,-1.27,-0.3225
"166",166,"Gary Cahill",2018,"England",-0.42,-0.59,-0.51,-0.8,-0.94,-0.96,-0.67,-0.84,-0.82,-0.79,-0.72,0.72,-0.53,-0.91,-0.91,-0.77,-1.8,-0.745
"167",167,"Harry Kane",2018,"England",5.21,3.82,-0.51,0.59,-0.45,-0.65,-0.33,-0.39,-0.59,-0.01,-0.72,-0.45,2.47,-0.31,2.73,0.47,-1.04,-0.47
"168",168,"Harry Maguire",2018,"England",0.52,0.07,-0.51,2.63,1.79,1.29,0.17,1.58,0.37,0.63,0.86,2.58,4.15,0.28,0.13,0.4,2.87,0.6325
"169",169,"Jamie Vardy",2018,"England",-0.42,-0.43,-0.51,0.11,-1.17,-1.03,-0.33,-0.84,-0.65,-0.79,-0.8,-0.45,-0.17,-0.71,-0.74,-0.71,-1.87,-0.6775
"170",170,"Jesse Lingard",2018,"England",0.52,1.16,0.13,0.95,0.39,-0.47,0.85,-0.12,-0.15,-0.79,-0.54,-0.45,-0.77,0.68,-0.04,0.26,-0.59,0.0975
"171",171,"John Stones",2018,"England",1.46,1.02,-0.51,0.17,2.29,0.55,-0.67,1.13,1.4,0.94,2.17,4.09,1.63,-0.31,-0.22,-0.76,1.68,0.125
"172",172,"Jordan Henderson",2018,"England",-0.42,-0.41,-0.51,-0.68,0.51,-0.15,-0.5,-0.39,-0.06,0.41,-0.37,0.56,0.31,-0.51,-0.39,-0.16,-0.54,-0.3875
"173",173,"Jordan Pickford",2018,"England",-0.42,-0.59,-0.51,-0.8,0.13,2.17,-0.67,-0.75,-0.82,-0.79,-0.72,-0.45,-0.53,-1.11,-0.39,-0.77,1.42,0.06
"174",174,"Kieran Trippier",2018,"England",0.52,-0.37,5.53,0.05,1.11,1.82,0.01,0.06,0.74,1.7,0.51,-0.45,1.03,0.09,0.13,3.84,1.88,1.855
"175",175,"Kyle Walker",2018,"England",-0.42,-0.59,-0.51,-0.8,1.45,0.52,0.17,0.6,-0.23,0.37,1.73,0.44,1.15,-0.71,-0.04,-0.7,1.12,0.195
"176",176,"Marcus Rashford",2018,"England",-0.42,-0.09,-0.51,-0.13,-0.75,-1.03,0.68,0.33,-0.51,-0.79,-0.8,-0.45,-0.65,-0.31,-0.04,-0.43,-0.7,-0.1325
"177",177,"Phil Jones",2018,"England",-0.42,-0.59,-0.51,-0.8,-0.19,-0.75,-0.67,-0.3,-0.65,0.15,-0.02,-0.45,-0.29,-0.71,-0.56,-0.77,-1.05,-0.5575
"178",178,"Raheem Sterling",2018,"England",-0.42,0.68,-0.51,1.25,-0.34,-0.96,0.68,0.06,-0.82,-0.79,-0.8,-0.45,-0.53,0.88,0.48,0.38,-0.9,-0.1825
"179",179,"Ruben Loftus-Cheek",2018,"England",-0.42,-0.41,-0.51,0.53,-0.45,-1.03,1.36,0.6,-0.82,-0.18,-0.8,-0.45,-0.17,-0.71,0.13,0.22,-0.43,0.105
"180",180,"Trent Alexander-Arnold",2018,"England",-0.42,-0.53,0.13,-0.8,-0.86,-0.61,-0.67,-0.75,-0.82,-0.62,-0.8,-0.06,-0.65,-1.11,-0.91,-0.26,-1.36,-0.475
"181",181,"Antoine Griezmann",2018,"France",3.51,3.99,1.16,1.16,0.22,-0.4,0.75,0.01,0.95,-0.4,-0.53,-0.45,-0.27,0.14,1.09,1.05,-0.39,0.38
"182",182,"Benjamin Mendy",2018,"France",-0.42,-0.59,0.16,-0.8,-1.04,-0.88,-0.67,-0.65,-0.82,-0.79,-0.71,-0.45,-0.89,-1.11,-0.91,-0.41,-1.53,-0.51
"183",183,"Benjamin Pavard",2018,"France",0.57,-0.2,0.49,-0.35,0.85,1.15,-0.32,0.2,1.53,0.28,1.58,-0.09,0.11,0.77,0,-0.13,1.35,0.38
"184",184,"Blaise Matuidi",2018,"France",-0.42,-0.29,-0.51,-0.04,-0.5,-0.51,-0.67,-0.65,0.03,-0.01,-0.62,-0.45,-0.14,1.19,0,-0.54,-1.16,-0.585
"185",185,"Corentin Tolisso",2018,"France",-0.42,-0.49,-0.51,-0.54,-0.33,-0.4,-0.49,-0.46,-0.55,0.56,-0.35,-0.45,-0.64,-0.48,0.18,-0.3,-0.86,-0.465
"186",186,"Djibril Sidibé",2018,"France",-0.42,-0.59,-0.17,-0.73,-0.55,-0.48,-0.67,-0.46,-0.44,-0.01,-0.71,-0.45,-0.52,-0.9,-0.91,-0.47,-0.94,-0.445
"187",187,"Hugo Lloris",2018,"France",-0.42,-0.59,-0.51,-0.8,-0.42,1.78,-0.67,-0.74,-0.82,-0.79,-0.71,-0.45,-0.77,-1.11,-0.91,-0.62,1.04,-0.035
"188",188,"Kylian Mbappé",2018,"France",3.51,1.52,0.49,2.17,-0.26,-0.44,4.99,1.51,-0.03,-0.58,-0.71,-0.45,-0.64,-0.9,1.63,1.97,1.07,1.6375
"189",189,"Lucas Hernández",2018,"France",-0.42,-0.35,0.49,-0.17,0.58,0.59,0.39,0.57,0.39,0.01,1.39,0.19,0.49,0.56,1.82,0,1.16,0.51
"190",190,"N'Golo Kanté",2018,"France",-0.42,-0.54,-0.51,-0.8,1.35,0.19,0.22,0.29,0.97,3.85,0.39,-0.22,-0.52,1.19,-0.18,-0.44,0.48,0.0475
"191",191,"Nabil Fekir",2018,"France",-0.42,-0.49,-0.17,-0.67,-1.05,-0.96,0.04,-0.65,-0.27,-0.79,-0.62,-0.45,-0.52,-0.48,0.18,-0.38,-1.61,-0.435
"192",192,"Olivier Giroud",2018,"France",-0.42,1.23,-0.51,2.55,-0.57,-0.77,-0.14,-0.55,-0.29,-0.35,0.11,-0.45,2.13,1.81,-0.18,0.79,-1.32,-0.4925
"193",193,"Ousmane Dembélé",2018,"France",-0.42,-0.45,-0.51,-0.48,-0.82,-0.77,-0.32,0.66,0.12,-0.5,-0.71,-0.45,-0.64,-0.9,-0.73,-0.33,-0.11,-0.235
"194",194,"Paul Pogba",2018,"France",0.57,-0.14,-0.51,-0.04,0.76,0.48,0.75,-0.09,0.65,-0.18,0.3,0.37,1.5,1.81,2.18,1.08,0.39,0.1575
"195",195,"Presnel Kimpembe",2018,"France",-0.42,-0.59,-0.51,-0.8,-0.7,-0.73,-0.67,-0.55,-0.44,-0.79,0.11,-0.45,-0.39,-0.9,-0.55,-0.77,-1.28,-0.615
"196",196,"Raphaël Varane",2018,"France",0.57,-0.29,-0.51,0.09,1.12,0.74,-0.32,0.2,-0.68,-0.01,3.22,0.51,2.5,-0.69,-0.73,-0.49,0.94,0.0275
"197",197,"Samuel Umtiti",2018,"France",0.57,-0.49,-0.51,-0.42,0.26,0.59,-0.32,0.01,-0.49,-0.24,2.49,0.51,0.11,0.14,0.73,-0.6,0.6,-0.0575
"198",198,"Steve Mandanda",2018,"France",-0.42,-0.59,-0.51,-0.8,-1.07,-0.51,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.77,-1.11,-0.91,-0.77,-1.35,-0.6325
"199",199,"Steven N'Zonzi",2018,"France",-0.42,-0.59,-0.51,-0.8,-0.56,-0.77,-0.67,-0.84,-0.33,0.1,-0.16,0.42,0.62,-1.11,-0.55,-0.77,-1.61,-0.6975
"200",200,"Thomas Lemar",2018,"France",-0.42,-0.54,-0.17,-0.8,-0.87,-0.92,-0.32,-0.37,-0.82,-0.79,-0.71,-0.45,-0.89,-0.9,-0.73,-0.49,-1.29,-0.445
"201",201,"Antonio Rüdiger",2018,"Germany",-0.42,-0.59,-0.51,-0.8,0.36,-0.5,-0.67,-0.62,-0.82,0.17,-0.16,-0.45,0.28,-0.14,-0.49,-0.77,-1.12,-0.575
"202",202,"Ilkay Gündogan",2018,"Germany",-0.42,-0.5,-0.51,-0.8,-0.29,-0.93,-0.67,-0.18,-0.82,0.17,-0.8,-0.45,-0.89,-1.11,-0.49,-0.08,-1.11,-0.5725
"203",203,"Jonas Hector",2018,"Germany",-0.42,-0.15,-0.51,0.68,0.41,0.53,-0.26,-0.4,1.97,0.16,0.48,-0.45,0.57,-0.14,0.36,-0.63,0.13,-0.16
"204",204,"Joshua Kimmich",2018,"Germany",-0.42,-0.09,2.6,1.26,2.96,2.43,-0.26,2.88,0.1,1.02,-0.38,-0.45,0.28,-0.62,4.18,3.23,5.31,1.9125
"205",205,"Julian Brandt",2018,"Germany",-0.42,0,-0.51,-0.35,-0.87,-0.67,0.16,-0.62,0.11,-0.79,-0.8,-0.45,-0.89,-1.11,-0.49,-0.26,-1.29,-0.41
"206",206,"Julian Draxler",2018,"Germany",-0.42,1.64,-0.51,1.71,0.17,-0.07,1.39,1.35,0.96,0.07,-0.8,-0.45,-0.01,0.84,-0.49,0.92,1.28,0.54
"207",207,"Jérôme Boateng",2018,"Germany",-0.42,-0.47,0.27,-0.8,1.85,1.91,-0.26,5.94,0.88,3.63,-0.38,5.64,-0.31,1.32,0.36,0.51,7.85,1.965
"208",208,"Leon Goretzka",2018,"Germany",-0.42,0.58,-0.51,0.53,-0.89,-0.76,-0.26,-0.4,0.1,-0.79,-0.8,-0.45,-0.6,-0.62,-0.49,-0.19,-1.16,-0.4825
"209",209,"Manuel Neuer",2018,"Germany",-0.42,-0.59,-0.51,-0.8,0.59,3.63,-0.26,-0.84,-0.82,0.16,-0.16,-0.45,-0.89,-1.11,-0.91,-0.77,2.79,0.505
"210",210,"Marco Reus",2018,"Germany",1.88,0.38,0.27,3.18,0.68,0.27,-0.67,0.48,0.1,-0.79,-0.8,-0.45,-0.6,0.35,-0.49,0.92,0.75,0.0875
"211",211,"Mario Gómez",2018,"Germany",-0.42,0.64,-0.51,2.44,-1.12,-1.02,-0.67,-0.84,-0.82,-0.79,-0.38,-0.45,1.16,-1.11,-0.91,0.26,-1.86,-0.76
"212",212,"Marvin Plattenhardt",2018,"Germany",-0.42,-0.53,-0.51,-0.8,-0.83,-0.76,-0.67,-0.84,-0.82,-0.79,-0.59,-0.45,-0.31,-1.11,-0.49,-0.77,-1.6,-0.695
"213",213,"Mats Hummels",2018,"Germany",-0.42,3.1,-0.51,1.56,0.7,1.05,-0.26,0.91,2.9,3.79,0.69,-0.45,0.87,0.35,-0.49,-0.22,1.96,0.2975
"214",214,"Mesut Özil",2018,"Germany",-0.42,-0.36,1.82,-0.21,1.66,0.7,0.98,0.7,-0.82,0.16,-0.8,-0.45,-0.89,-1.11,-0.06,3.6,1.4,1.05
"215",215,"Niklas Süle",2018,"Germany",-0.42,-0.56,-0.51,-0.5,0.24,0.53,-0.67,0.04,0.1,1.1,-0.38,3.83,-0.31,-1.11,-0.49,-0.74,0.57,-0.1525
"216",216,"Sami Khedira",2018,"Germany",-0.42,-0.24,-0.51,0.38,0.4,-0.41,-0.26,0.26,1.03,0.16,-0.59,-0.45,-0.6,-0.14,-0.49,-0.66,-0.15,-0.23
"217",217,"Sebastian Rudy",2018,"Germany",-0.42,-0.5,-0.51,-0.8,-0.94,-1.02,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,-0.62,-0.91,-0.77,-1.86,-0.76
"218",218,"Thomas Müller",2018,"Germany",-0.42,0.2,1.82,4.35,0.3,0.36,-0.67,0.48,2.76,1.03,-0.59,-0.45,0.87,0.35,-0.49,3.38,0.84,0.4975
"219",219,"Timo Werner",2018,"Germany",-0.42,0.9,-0.51,4.35,-0.14,-0.59,0.16,1.79,0.1,0.17,-0.59,-0.45,-0.89,-0.62,0.79,2.13,1.2,0.2125
"220",220,"Toni Kroos",2018,"Germany",1.88,1.4,4.15,0.53,4.63,5.53,1.81,5.51,2.83,-0.79,-0.8,-0.45,-0.31,-0.62,1.63,5.95,11.04,4.25
"221",221,"Alfred Finnbogason",2018,"Iceland",1.88,1.93,-0.51,2.15,-0.52,-0.93,0.57,-0.18,-0.66,-0.68,-0.59,-0.45,0.57,1.81,-0.06,0.62,-1.11,-0.2625
"222",222,"Aron Gunnarsson",2018,"Iceland",-0.42,-0.24,-0.51,0.82,-0.03,0.19,0.16,-0.18,-0.46,-0.38,0.69,-0.45,-0.01,-0.62,-0.91,0.81,0.01,-0.085
"223",223,"Birkir Bjarnason",2018,"Iceland",-0.42,2.34,0.27,1.26,-0.37,-0.07,-0.26,0.48,-0.43,-0.22,-0.59,-0.3,0.28,1.32,0.79,0.29,0.41,0.105
"224",224,"Birkir Saevarsson",2018,"Iceland",-0.42,-0.59,-0.51,-0.5,-0.18,1.14,-0.67,0.04,-0.82,0.12,2.61,0.09,-0.01,-0.62,-0.49,-0.48,1.18,-2.77555756156289e-17
"225",225,"Björn Sigurdarson",2018,"Iceland",-0.42,-0.59,-0.51,-0.65,-1.08,-1.02,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,0.28,-0.62,-0.91,-0.52,-1.86,-0.76
"226",226,"Emil Hallfredsson",2018,"Iceland",-0.42,-0.5,0.27,-0.8,-0.29,-0.5,0.57,-0.18,-0.59,-0.55,-0.38,-0.45,-0.6,0.35,1.63,-0.48,-0.68,0.04
"227",227,"Gylfi Sigurdsson",2018,"Iceland",1.88,4.68,4.15,1.56,0.26,0.19,3.46,0.04,-0.18,-0.19,-0.8,-0.45,-0.89,-0.14,0.79,3.56,0.23,1.96
"228",228,"Hannes Halldórsson",2018,"Iceland",-0.42,-0.59,-0.51,-0.8,-0.29,2.26,-0.67,-0.62,-0.82,-0.79,-0.59,-0.45,-0.89,-1.11,-0.49,-0.59,1.64,0.115
"229",229,"Hördur Magnússon",2018,"Iceland",-0.42,-0.36,-0.51,0.82,-0.45,0.1,0.16,-0.62,-0.29,-0.42,3.04,-0.14,2.34,0.84,-0.91,-0.41,-0.52,-0.2175
"230",230,"Johann Gudmundsson",2018,"Iceland",-0.42,-0.41,1.82,-0.65,-0.56,-0.07,-0.67,0.7,-0.82,-0.51,-0.59,-0.45,0.57,-1.11,-0.49,0.37,0.63,0.445
"231",231,"Jón Bödvarsson",2018,"Iceland",-0.42,-0.59,-0.51,0.09,-1.02,-0.93,-0.26,-0.4,-0.82,-0.79,-0.59,-0.45,0.28,-1.11,-0.49,-0.55,-1.33,-0.525
"232",232,"Kári Árnason",2018,"Iceland",-0.42,-0.59,-0.51,0.53,-0.77,-0.41,-0.67,-0.4,-0.72,-0.59,1.97,-0.01,1.45,0.84,-0.49,-0.41,-0.81,-0.4975
"233",233,"Ragnar Sigurdsson",2018,"Iceland",-0.42,-0.59,-0.51,-0.65,-0.6,0.1,-0.67,-0.62,-0.82,0.03,1.76,0.39,-0.31,0.35,-0.91,-0.55,-0.52,-0.425
"234",234,"Rúrik Gíslason",2018,"Iceland",-0.42,-0.47,0.27,-0.8,-0.83,-0.59,-0.67,0.04,-0.63,-0.75,-0.16,-0.45,-0.31,-0.14,0.79,-0.19,-0.55,-0.2375
"235",235,"Sverrir Ingason",2018,"Iceland",-0.42,0.93,-0.51,0.38,-0.62,-0.24,-0.67,-0.84,-0.66,-0.79,0.69,1.71,0.87,0.35,-0.91,-0.63,-1.08,-0.565
"236",236,"Alireza Beiranvand",2018,"Iran",-0.42,-0.59,-0.51,-0.8,-0.73,0.27,-0.26,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,-1.11,-0.06,-0.77,-0.57,-0.335
"237",237,"Alireza Jahanbakhsh",2018,"Iran",-0.42,-0.38,1.05,-0.5,-0.77,-0.5,0.57,0.04,-0.52,-0.62,-0.38,-0.45,-0.31,1.32,0.79,0.48,-0.46,0.29
"238",238,"Ehsan Hajsafi",2018,"Iran",-0.42,-0.38,-0.51,-0.8,-0.45,0.02,0.16,-0.4,-0.66,-0.63,0.69,-0.18,-0.31,-1.11,1.63,-0.59,-0.38,-0.1825
"239",239,"Karim Ansarifard",2018,"Iran",1.88,2.05,-0.51,-0.06,-0.87,-0.85,-0.26,-0.4,-0.71,-0.53,-0.16,-0.45,-0.31,0.35,-0.06,-0.22,-1.25,-0.505
"240",240,"Majid Hosseini",2018,"Iran",-0.42,-0.59,-0.51,-0.8,-0.73,-0.67,-0.26,-0.4,-0.82,-0.73,0.91,-0.06,-0.89,-0.62,-0.49,-0.77,-1.07,-0.46
"241",241,"Masoud Shojaei",2018,"Iran",-0.42,-0.59,-0.51,-0.5,-1.06,-0.93,0.57,-0.62,-0.66,-0.7,-0.8,-0.45,-0.89,0.35,-0.49,-0.41,-1.55,-0.3725
"242",242,"Mehdi Taremi",2018,"Iran",-0.42,2.28,-0.51,1.26,-0.83,-0.85,0.16,-0.62,-0.74,-0.49,0.69,-0.45,1.45,0.84,0.79,-0.74,-1.47,-0.455
"243",243,"Milad Mohammadi",2018,"Iran",-0.42,-0.59,-0.51,-0.8,-1.08,-0.85,0.16,-0.4,-0.57,-0.62,-0.16,-0.45,-0.89,-1.11,-0.49,-0.77,-1.25,-0.4
"244",244,"Morteza Pouraliganji",2018,"Iran",-0.42,-0.59,-0.51,-0.5,-0.49,-0.85,-0.67,-0.84,-0.82,-0.61,1.55,-0.1,0.28,-1.11,-0.06,-0.77,-1.69,-0.7175
"245",245,"Omid Ebrahimi",2018,"Iran",-0.42,-0.5,0.27,-0.65,-0.2,0.1,-0.26,-0.62,-0.74,-0.5,0.48,-0.38,-0.01,1.32,-0.06,0.14,-0.52,-0.1275
"246",246,"Ramin Rezaeian",2018,"Iran",-0.42,-0.41,1.82,-0.8,-0.24,0.88,0.16,0.04,-0.6,-0.64,1.97,-0.38,-0.31,0.84,0.36,0.37,0.92,0.725
"247",247,"Roozbeh Cheshmi",2018,"Iran",-0.42,-0.41,-0.51,-0.5,-1.1,-1.1,-0.67,-0.84,-0.74,-0.7,0.05,-0.26,-0.89,-1.11,-0.91,-0.77,-1.94,-0.78
"248",248,"Saeid Ezatolahi",2018,"Iran",-0.42,-0.38,-0.51,-0.35,-0.7,-0.76,-0.26,-0.4,-0.79,-0.51,1.12,-0.17,-0.6,0.84,0.79,-0.77,-1.16,-0.4825
"249",249,"Saman Ghoddos",2018,"Iran",-0.42,-0.33,-0.51,-0.8,-1.23,-1.1,-0.67,-0.62,-0.82,-0.79,-0.59,-0.45,-0.89,0.84,-0.49,-0.77,-1.72,-0.725
"250",250,"Sardar Azmoun",2018,"Iran",-0.42,0.88,-0.51,1.71,-0.79,-0.85,-0.26,0.04,-0.66,-0.65,0.69,-0.25,4.98,1.32,0.36,0.03,-0.81,-0.395
"251",251,"Vahid Amiri",2018,"Iran",-0.42,-0.41,0.27,-0.65,-0.52,-0.33,0.57,0.04,-0.77,-0.3,-0.59,-0.45,-0.6,1.81,2.9,0.4,-0.29,0.1375
"252",252,"Eiji Kawashima",2018,"Japan",-0.42,-0.59,-0.51,-0.8,-0.22,1.67,-0.67,-0.34,-0.82,-0.79,-0.8,-0.45,-0.67,-1.11,-0.91,-0.77,1.33,0.0375
