"","X","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z","off","offplus"
"5537",5537,"Kacem Slimani",1970,"Morocco",-0.39,0.15,-0.57,-0.63,0.68,-0.05,0.28,0.59,0.37,1.09,1.85,0.39,-0.59,-0.02,0.08,-0.37,0.54,0.0625
"5538",5538,"Khanoussi Moulay Idriss",1970,"Morocco",-0.39,-0.26,-0.57,-0.26,0.08,-0.05,-0.73,-0.47,1.41,1.19,1.85,3.61,0.2,-0.74,-1.05,-0.75,-0.52,-0.455
"5539",5539,"Maouhoub Ghazouani",1970,"Morocco",1.28,1.06,0.82,0.35,0.13,0.32,0.62,1.13,-0.05,-0.51,-0.68,-0.59,-0.59,0.34,1.58,0.11,1.45,0.7225
"5540",5540,"Mohammed El Filali",1970,"Morocco",-0.39,-0.22,-0.57,-0.14,0.28,0.51,-0.73,-0.07,-0.11,-0.55,-0.68,-0.59,-0.59,-0.02,-0.68,0.46,0.44,-0.215
"5541",5541,"Mohammed Hazzaz",1970,"Morocco",-0.39,-0.62,-0.57,-0.63,-0.5,0.57,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-0.68,-0.89,-0.44,-0.435
"5542",5542,"Mohammed Houmane Jarir",1970,"Morocco",1.28,1.49,-0.57,0.1,-0.88,-1.05,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,0.2,-0.02,0.83,-0.75,-2.06,-0.84
"5543",5543,"Mohammed Mahroufi",1970,"Morocco",-0.39,-0.22,-0.57,0.22,0.63,0.82,0.28,-0.07,1.19,-0.41,0.9,1.21,-0.59,1.42,-0.68,0.01,0.75,0.115
"5544",5544,"Mustafa Choukri",1970,"Morocco",-0.39,-0.62,-0.57,-0.63,-0.98,-0.92,-0.05,-0.61,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-1.05,-0.44,-1.53,-0.5375
"5545",5545,"Said Ghandi",1970,"Morocco",-0.39,-0.4,2.92,-0.26,0.26,0.13,-0.05,1.8,-0.37,-0.99,-0.68,-0.59,-0.59,-1.1,0.08,1.4,1.93,1.2
"5546",5546,"Alberto Gallardo",1970,"Peru",2.12,1.4,-0.05,2.94,-0.35,-0.1,0.53,0.69,2,-0.68,-0.68,-0.59,-0.59,0.25,0.08,1.29,0.59,0.2675
"5547",5547,"Eladio Reyes",1970,"Peru",-0.39,-0.62,-0.57,-0.35,-1.23,-1.08,-0.73,-0.91,-1.01,-0.8,-0.68,-0.59,-0.59,-0.83,-0.49,-0.71,-1.99,-0.8225
"5548",5548,"Eloy Campos",1970,"Peru",-0.39,-0.51,-0.57,-0.45,-0.71,-0.19,-0.22,-0.41,-0.8,-0.68,-0.32,-0.59,-0.59,0.52,-1.05,-0.89,-0.6,-0.3475
"5549",5549,"Hector Chumpitaz",1970,"Peru",0.87,0.88,-0.57,-0.63,0.61,1.25,0.28,0.39,1.23,3.74,1.81,0.79,1.78,0.25,-0.77,0.49,1.64,0.3375
"5550",5550,"Hugo Sotil",1970,"Peru",-0.39,-0.05,-0.57,1.2,0.14,-0.66,2.3,0.79,0.09,-0.62,-0.68,-0.59,-0.59,-0.29,1.2,3.97,0.13,0.465
"5551",5551,"Javier Gonzales",1970,"Peru",-0.39,-0.62,-0.57,-0.63,-1.16,-0.71,-0.47,-0.71,0.97,-0.04,-0.56,-0.59,-0.59,-0.83,-0.49,-0.42,-1.42,-0.615
"5552",5552,"Jose Fernandez",1970,"Peru",-0.39,-0.62,-0.57,-0.63,-1.27,-0.89,-0.73,-0.91,-0.6,-0.21,0.39,0.36,-0.59,-0.83,-1.05,-0.89,-1.8,-0.775
"5553",5553,"Julio Baylon",1970,"Peru",-0.39,-0.51,-0.05,-0.26,-0.86,-0.61,0.28,-0.51,-1.01,-0.99,-0.56,-0.59,-0.59,-0.56,-0.49,0.25,-1.12,-0.2225
"5554",5554,"Luis Cruzado",1970,"Peru",-0.39,-0.16,-0.57,-0.45,-0.57,-0.24,-0.73,-0.31,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-1.05,0.8,-0.55,-0.4625
"5555",5555,"Luis Rubinos",1970,"Peru",-0.39,-0.62,-0.57,-0.63,0.75,2.52,-0.73,-1.01,-1.01,-0.99,-0.56,-0.59,-0.59,-1.1,-0.49,-0.89,1.51,0.0525
"5556",5556,"Nicolas Fuentes",1970,"Peru",-0.39,-0.24,0.48,-0.63,1.29,2.75,-0.47,0.49,2.44,0.65,0.39,-0.12,-0.59,-0.02,-0.21,0.15,3.24,0.8125
"5557",5557,"Orlando De La Torre",1970,"Peru",-0.39,-0.62,-0.57,-0.54,-0.1,0.04,-0.47,0.09,1.83,0.79,0.39,2.48,-0.59,0.52,0.36,-0.32,0.13,-0.2275
"5558",5558,"Oswaldo Ramírez",1970,"Peru",-0.39,-0.62,-0.05,-0.26,-1.27,-1.08,-0.47,-0.71,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-1.05,-0.45,-1.79,-0.5775
"5559",5559,"Pedro Gonzalez Zavala",1970,"Peru",-0.39,-0.62,-0.57,-0.63,-0.14,-0.05,-0.73,-0.21,0.13,1.03,-0.2,0.29,-0.59,-1.1,-1.05,-0.6,-0.26,-0.39
"5560",5560,"Pedro Pablo Leon",1970,"Peru",-0.39,1.05,-0.57,0.83,0.93,-0.24,0.53,0.29,-1.01,-0.99,-0.68,-0.59,-0.59,-0.29,0.92,1.63,0.05,0.0025
"5561",5561,"Ramon Mifflin",1970,"Peru",-0.39,0.01,-0.57,-0.45,2.33,1.21,-0.73,0.79,2.08,0.37,-0.32,-0.12,-0.59,-0.02,-0.21,-0.01,2,0.175
"5562",5562,"Roberto Challe",1970,"Peru",0.87,0.12,-0.57,0.01,3.82,2.52,0.28,1.7,0.62,-0.44,-0.56,-0.12,-0.59,-0.29,-0.21,1.87,4.22,0.9825
"5563",5563,"Teófilo Cubillas",1970,"Peru",5.88,4.9,-0.57,3.3,1.8,0.37,2.05,2.1,-0.24,-0.31,-0.68,-0.59,-0.59,-0.29,0.08,2.85,2.47,0.9875
"5564",5564,"Alexandru Neagu",1970,"Romania",1.28,-0.04,-0.57,0.83,-0.7,-1.05,-0.05,0.06,0.4,-0.58,-0.68,-0.59,0.2,1.42,-0.3,0.63,-0.99,-0.4025
"5565",5565,"Cornel Dinu",1970,"Romania",-0.39,-0.11,-0.57,-0.63,0.93,0.94,0.28,0.73,1.44,1.87,1.85,1.03,0.2,1.42,0.45,-0.51,1.67,0.345
"5566",5566,"Emerich Dembrovschi",1970,"Romania",1.28,1.6,0.13,0.96,1.51,-0.11,0.95,2.87,-0.42,0.59,-0.52,-0.59,-0.59,-0.74,-0.3,-0.09,2.76,0.96
"5567",5567,"Florea Dumitrache",1970,"Romania",2.95,4.3,0.82,1.32,-0.4,-0.92,0.28,0.19,-1.01,-0.6,-0.68,-0.59,0.99,2.5,0.08,0.39,-0.73,0.0925
"5568",5568,"Gheorghe Tataru",1970,"Romania",-0.39,-0.47,0.13,-0.51,-0.73,-0.99,-0.05,0.33,0.21,-0.99,-0.68,-0.59,-0.59,-0.74,-1.05,-0.68,-0.66,-0.145
"5569",5569,"Lajos Satmareanu",1970,"Romania",-0.39,-0.51,2.92,-0.39,1.54,3.12,0.62,3.4,0.96,0.59,0.74,0.89,-0.59,0.34,0.83,1.47,6.52,2.515
"5570",5570,"Lita Dumitru",1970,"Romania",-0.39,-0.37,0.13,-0.51,1.11,-0.24,-0.05,0.46,1.88,1.3,-0.05,0.08,-0.59,2.14,0.08,0.32,0.22,0.075
"5571",5571,"Mihai Mocanu",1970,"Romania",-0.39,-0.4,0.13,-0.63,0.68,1.32,-0.73,1.4,2.62,0.02,0.74,2.49,0.2,2.14,1.58,-0.79,2.72,0.53
"5572",5572,"Mircea Lucescu",1970,"Romania",-0.39,0.84,0.82,1.2,0.38,-0.55,0.28,1.13,-0.38,-0.99,-0.68,0.08,0.2,1.42,1.95,0.25,0.58,0.42
"5573",5573,"Nicolae Lupescu",1970,"Romania",-0.39,-0.37,-0.57,-0.26,-0.05,0.51,-0.39,-0.34,1.57,-0.11,1.22,0.39,-0.59,0.7,-0.3,-0.54,0.17,-0.1975
"5574",5574,"Radu Nunweiller",1970,"Romania",-0.39,0.04,-0.57,-0.39,2.94,0.82,0.95,1.13,-0.09,0.09,-0.36,-0.59,1.78,0.34,1.2,0.74,1.95,0.5825
"5575",5575,"Rica Raducanu",1970,"Romania",-0.39,-0.62,-0.57,-0.63,-1.13,-0.55,-0.73,-1.01,-1.01,-0.99,-0.2,-0.59,-0.59,-1.1,-1.05,-0.65,-1.56,-0.715
"5576",5576,"Stearea Adamache",1970,"Romania",-0.39,-0.62,-0.57,-0.63,0.26,0.82,-0.73,-1.01,-1.01,-0.99,-0.52,-0.59,0.2,-1.1,-1.05,-0.89,-0.19,-0.3725
"5577",5577,"Björn Nordqvist",1970,"Sweden",-0.39,-0.47,-0.57,-0.63,0.13,-0.36,-0.39,0.19,-0.3,0.44,-0.05,0.74,-0.59,0.7,-0.68,-0.4,-0.17,-0.2825
"5578",5578,"Bo Larsson",1970,"Sweden",-0.39,0.58,0.82,0.22,0.73,0.51,0.62,1.26,1.92,1.73,-0.05,-0.59,0.2,0.7,1.95,1.29,1.77,0.8025
"5579",5579,"Claes Cronqvist",1970,"Sweden",-0.39,-0.62,0.82,-0.39,-0.22,0.13,-0.73,0.73,-0.67,-0.34,0.11,0.19,0.2,-0.38,-1.05,0.08,0.86,0.2375
"5580",5580,"Goran Nicklasson",1970,"Sweden",-0.39,-0.11,0.13,-0.39,-1.13,-0.99,-0.73,-0.87,0.28,-0.31,-0.52,-0.59,0.2,-0.38,-0.3,-0.4,-1.86,-0.615
"5581",5581,"Hans Selander",1970,"Sweden",-0.39,-0.62,0.13,-0.02,0.43,0.69,1.29,1.4,-0.06,1.44,0.27,-0.59,0.99,-0.38,-0.3,0.39,2.09,0.8775
"5582",5582,"Inge Ejderstedt",1970,"Sweden",-0.39,-0.62,-0.57,-0.63,-1.33,-1.05,-0.73,-0.61,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-0.68,-0.89,-1.66,-0.74
"5583",5583,"Jan Olsson",1970,"Sweden",-0.39,-0.29,-0.57,-0.63,-0.1,-0.36,-0.39,-0.21,1.38,0.72,1.22,2.6,0.2,-0.74,0.08,-0.47,-0.57,-0.3825
"5584",5584,"Kurt Axelsson",1970,"Sweden",-0.39,-0.62,-0.57,-0.63,0.53,-0.3,-0.05,0.86,0.27,0.46,2.01,1.82,1.78,-0.38,-1.05,-0.58,0.56,-0.015
"5585",5585,"Leif Eriksson",1970,"Sweden",-0.39,-0.22,0.13,0.35,-0.85,-0.68,-0.73,-0.74,-0.77,-0.99,-0.52,-0.59,0.99,0.34,0.08,-0.27,-1.42,-0.505
"5586",5586,"Ove Grahn",1970,"Sweden",1.28,0.62,-0.57,0.59,-1.2,-1.17,-0.73,-1.01,-0.67,-0.34,-0.68,-0.59,0.2,0.34,-0.68,-0.89,-2.18,-0.87
"5587",5587,"Ove Kindvall",1970,"Sweden",-0.39,1.28,-0.57,1.08,-0.83,-0.8,0.28,-0.34,-1.01,-0.08,-0.68,-0.59,0.2,-0.02,1.95,-0.09,-1.14,-0.3575
"5588",5588,"Roland Grip",1970,"Sweden",-0.39,-0.44,1.52,0.35,1.03,1.69,0.62,2.2,-0.06,-0.08,0.11,-0.59,0.2,0.34,0.45,0.77,3.89,1.5075
"5589",5589,"Ronnie Hellström",1970,"Sweden",-0.39,-0.62,-0.57,-0.63,-0.45,-0.24,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,-0.59,-1.1,-1.05,-0.89,-1.25,-0.6375
"5590",5590,"Sven-Gunnar Larsson",1970,"Sweden",-0.39,-0.62,-0.57,-0.63,-0.15,0.69,-0.73,-1.01,-1.01,-0.76,-0.36,-0.59,0.2,-1.1,-0.3,-0.89,-0.32,-0.405
"5591",5591,"Tom Turesson",1970,"Sweden",1.28,0.36,0.82,-0.02,-1.08,-0.92,-0.05,-0.87,-0.03,-0.28,-0.68,-0.04,0.2,-0.02,0.08,-0.37,-1.79,-0.255
"5592",5592,"Tomas Nordahl",1970,"Sweden",-0.39,-0.55,-0.57,-0.51,-0.93,-0.74,-0.05,-0.87,-0.64,0.07,-0.68,-0.59,-0.59,-0.74,-0.68,-0.51,-1.61,-0.5575
"5593",5593,"Tommy Svensson",1970,"Sweden",-0.39,0.33,0.13,-0.14,1.86,0.26,0.28,3.13,2.2,1.28,-0.68,0.19,-0.59,0.7,1.58,0.67,3.39,0.95
"5594",5594,"Örjan Persson",1970,"Sweden",-0.39,-0.29,0.13,0.1,-0.73,-0.8,1.29,0.06,-0.03,-0.05,-0.36,-0.59,-0.59,-0.38,0.45,0.15,-0.74,0.17
"5595",5595,"Albert Shesternev",1970,"USSR",-0.39,-0.62,-0.09,-0.54,1.11,1.37,-0.49,0.56,1.31,3.62,2.71,1.36,1.59,-0.1,-0.27,-0.41,1.93,0.3375
"5596",5596,"Anatoli Puzach",1970,"USSR",-0.39,0.34,-0.09,-0.04,-0.97,-0.79,-0.26,-0.82,-1.01,-0.83,-0.68,-0.59,-0.59,-0.35,-1.05,-0.41,-1.61,-0.49
"5597",5597,"Anatoliy Byshovets",1970,"USSR",4.24,1.7,0.39,1.65,-0.64,-0.74,2.53,0.84,-0.69,-0.21,-0.57,-0.19,-0.05,3.88,4.41,0.77,0.1,0.755
"5598",5598,"Anzor Kavazashvili",1970,"USSR",-0.39,-0.62,-0.57,-0.63,0.64,1.93,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,-0.59,-0.85,-0.53,-0.75,0.92,-0.095
"5599",5599,"Evgeny Lovchev",1970,"USSR",-0.39,-0.62,-0.57,-0.63,-0.91,-0.66,-0.73,-0.64,0.26,-0.27,-0.24,-0.59,-0.59,1.39,0.25,-0.89,-1.3,-0.65
"5600",5600,"Gennadiy Evriuzhikhin",1970,"USSR",-0.39,0.01,1.36,1.56,-0.35,-0.4,0.67,0.19,-0.43,0.87,-0.68,-0.59,-0.05,-0.1,1.03,0.55,-0.21,0.455
"5601",5601,"Gennady Logofet",1970,"USSR",-0.39,-0.39,-0.09,-0.29,-0.96,-0.66,-0.73,-0.45,0.29,0.04,-0.13,-0.59,-0.59,-0.1,0.25,-0.75,-1.11,-0.4825
"5602",5602,"Givili Nodia",1970,"USSR",-0.39,-0.62,-0.57,-0.21,-1.32,-1.09,-0.73,-0.92,-1.01,-0.83,-0.68,-0.59,-0.59,-0.35,-0.27,-0.72,-2.01,-0.8275
"5603",5603,"Kakhi Asatiani",1970,"USSR",0.77,0.01,-0.57,-0.29,0.35,-0.35,0.44,0.38,0.39,0.52,-0.68,-0.59,-0.59,0.89,0.25,-0.46,0.03,-0.025
"5604",5604,"Murtaz Khurtsilava",1970,"USSR",-0.39,-0.54,-0.57,-0.63,0.12,0.21,0.2,-0.73,0.44,1.05,0.09,0.74,1.59,0.4,-0.53,-0.63,-0.52,-0.2225
"5605",5605,"Nicolai Kiselev",1970,"USSR",-0.39,-0.6,-0.09,-0.29,-0.44,-0.35,-0.03,-0.36,0.13,0,-0.35,0.13,-0.59,-0.85,-0.27,0.31,-0.71,-0.2075
"5606",5606,"Revaz Dzodzuashvilli",1970,"USSR",-0.39,-0.49,-0.57,-0.54,-0.14,0.16,-0.26,-0.18,0.53,1.15,0.31,0.07,-0.05,-0.1,-0.27,-0.84,-0.02,-0.2125
"5607",5607,"Valentin Afonin",1970,"USSR",-0.39,-0.62,0.39,-0.63,0.43,0.9,-0.73,-0.36,1.49,2.36,0.42,1.53,3.24,1.14,-0.53,-0.22,0.54,0.05
"5608",5608,"Viktor Serebrjanikov",1970,"USSR",-0.39,0.14,0.39,-0.12,-0.33,-0.22,-0.49,-0.55,-0.83,-0.52,-0.68,0.13,-0.05,-0.6,0.51,0.55,-0.77,-0.2175
"5609",5609,"Vitali Khmelnitski",1970,"USSR",0.77,0.59,-0.09,1.56,-0.28,-0.57,1.83,1.58,-0.05,-0.48,-0.68,0.31,-0.59,0.4,1.55,0.19,1.01,0.6875
"5610",5610,"Vladimir Kaplichny",1970,"USSR",-0.39,-0.62,-0.57,-0.63,-0.63,-0.83,-0.73,-0.92,1.61,0.18,1.07,0.07,2.14,3.63,-0.79,-0.79,-1.75,-0.7625
"5611",5611,"Vladimir Muntian",1970,"USSR",-0.39,1.15,3.29,-0.38,1.41,1.46,1.6,0.93,0.52,1.06,-0.35,0.07,0.5,-0.1,0.51,2.59,2.39,1.82
"5612",5612,"Atilio Ancheta",1970,"Uruguay",-0.39,-0.36,-0.24,1.16,-0.23,-0.02,-0.25,-0.88,0.88,1.32,3.82,0.23,5.02,1.63,-0.7,-0.55,-0.9,-0.3475
"5613",5613,"Castillo Julio Montero",1970,"Uruguay",-0.39,-0.38,0.75,-0.11,1.46,0.3,0.23,-0.19,1.54,1.12,0.15,-0.41,0.9,1.46,0.37,-0.23,0.11,0.2725
"5614",5614,"Dagoberto Fontes",1970,"Uruguay",-0.39,-0.29,-0.57,-0.22,-0.38,-0.82,-0.25,-0.63,-0.41,-0.45,-0.38,-0.41,-0.59,0.43,0.73,-0.78,-1.45,-0.5675
"5615",5615,"Ildo Enrique Maneiro",1970,"Uruguay",0.4,0.74,0.42,1.56,0.96,0.3,0.39,0.32,1.42,0.91,-0.6,-0.59,-0.22,0.78,1.62,0.8,0.62,0.3575
"5616",5616,"Juan Mujica",1970,"Uruguay",0.4,0.28,3.73,-0.28,1.65,2.75,-0.25,0.13,0.85,0.23,1.04,-0.59,0.53,1.97,0.19,1.62,2.88,1.59
"5617",5617,"Julio Cesar Cortes",1970,"Uruguay",-0.39,0.52,-0.24,0.18,0.7,0.27,0.07,0,0.44,1.46,-0.45,-0.59,-0.59,0.78,-0.16,0.19,0.27,0.025
"5618",5618,"Julio César Araújo Morales",1970,"Uruguay",-0.39,-0.52,0.75,-0.11,-0.91,-0.79,-0.25,-0.63,-0.84,-0.69,-0.68,-0.59,-0.59,-0.25,0.91,0.11,-1.42,-0.23
"5619",5619,"Julio Losada",1970,"Uruguay",-0.39,-0.31,0.09,-0.05,-1.12,-0.94,0.07,-0.76,-0.27,-0.66,-0.68,-0.59,-0.59,-0.42,0.19,-0.55,-1.7,-0.385
"5620",5620,"Ladislao Mazurkiewicz",1970,"Uruguay",-0.39,-0.62,-0.57,-0.63,0.24,1.69,-0.73,-1.01,-0.79,-0.92,-0.45,-0.59,-0.22,-0.93,-1.05,-0.89,0.68,-0.155
"5621",5621,"Luis Cubilla",1970,"Uruguay",0.4,1.11,2.07,1.85,-0.15,0.04,2.93,0,-0.45,-0.59,-0.6,-0.59,-0.59,1.12,4.64,1.7,0.04,1.26
"5622",5622,"Luis Ubiñas",1970,"Uruguay",-0.39,-0.59,2.07,-0.28,1.8,2.63,0.71,1.27,1.21,1.66,1.04,-0.22,-0.59,2.65,0.55,2.05,3.9,1.67
"5623",5623,"Oscar Zubia",1970,"Uruguay",-0.39,-0.48,-0.24,-0.63,-1.3,-1.06,-0.57,-0.88,-0.42,-0.99,-0.68,-0.14,-0.59,-1.1,-0.52,-0.48,-1.94,-0.6875
"5624",5624,"Roberto Matosas",1970,"Uruguay",-0.39,-0.46,-0.24,-0.63,0.62,0.86,-0.57,-0.44,0.3,2.96,1.49,2.01,0.9,-0.25,0.02,-0.51,0.42,-0.0975
"5625",5625,"Rúben Bareño",1970,"Uruguay",-0.39,-0.59,0.09,-0.4,-1.31,-1.11,-0.57,-0.88,-0.79,-0.78,-0.68,-0.59,-0.59,-1.1,-0.7,-0.55,-1.99,-0.6175
"5626",5626,"Victor Esparrago",1970,"Uruguay",0.4,0.21,-0.57,1.1,-0.86,-1.03,0.39,-0.69,0.23,-0.64,-0.68,-0.59,-0.59,0.09,0.19,-0.33,-1.72,-0.475
"5627",5627,"Bernd Patzke",1970,"West Germany",-0.39,-0.54,-0.57,-0.63,-1.12,-0.89,-0.73,-0.83,-0.37,-0.43,0.67,0.54,-0.59,-0.77,-0.54,-0.8,-1.72,-0.755
"5628",5628,"Berti Vogts",1970,"West Germany",-0.39,0.07,-0.26,-0.08,0.34,0.23,-0.12,0.13,3.85,0.83,1.46,1.31,0.47,2.14,0.64,-0.41,0.36,-0.005
"5629",5629,"Franz Beckenbauer",1970,"West Germany",0.36,0.91,-0.57,-0.08,1.63,1.18,2.3,1.28,2.37,1.11,-0.11,1.48,0.12,-0.45,1.15,3.21,2.46,1.0475
"5630",5630,"Gerd Müller",1970,"West Germany",7.13,6.14,-0.57,5.4,0.29,-0.78,-0.27,-0.53,-1.01,-0.22,-0.68,-0.59,0.12,-0.45,1.32,1.65,-1.31,-0.5375
"5631",5631,"Hannes Löhr",1970,"West Germany",-0.39,0.3,0.68,0.85,0.04,-0.33,0.18,1.1,-0.64,-0.81,-0.61,-0.18,0.12,-0.29,0.81,1.03,0.77,0.4075
"5632",5632,"Helmut Haller",1970,"West Germany",-0.39,-0.62,-0.26,-0.52,-1.21,-0.84,-0.57,-0.65,-1.01,-0.79,-0.68,-0.59,-0.59,-1.1,-1.05,-0.56,-1.49,-0.58
"5633",5633,"Horst Wolter",1970,"West Germany",-0.39,-0.62,-0.57,-0.63,-1.13,-0.67,-0.73,-1.01,-1.01,-0.86,-0.68,-0.59,-0.59,-1.1,-0.04,-0.89,-1.68,-0.745
"5634",5634,"Horst-Dieter Hottges",1970,"West Germany",-0.39,-0.55,-0.26,-0.63,-0.64,-0.44,-0.57,-0.83,0.57,0.65,-0.04,0.39,-0.24,-0.13,-0.71,-0.66,-1.27,-0.525
"5635",5635,"Josef Maier",1970,"West Germany",-0.39,-0.62,-0.57,-0.63,0.35,1.96,-0.73,-1.01,-1.01,-0.99,-0.68,-0.59,0.12,-0.94,-0.71,-0.89,0.95,-0.0875
"5636",5636,"Jürgen Grabowski",1970,"West Germany",-0.39,0.17,2.57,0.3,-0.18,-0.11,2.75,1.94,-0.26,-0.45,-0.68,-0.59,-0.24,-0.61,-0.04,1.68,1.83,1.7875
"5637",5637,"Karl-Heinz Schnellinger",1970,"West Germany",0.36,-0.31,0.06,-0.46,0.36,0.54,-0.73,-0.11,1.23,1.18,1.31,1.98,0.12,-0.13,-0.21,0.19,0.43,-0.06
"5638",5638,"Klaus Fichtel",1970,"West Germany",-0.39,-0.62,-0.26,-0.63,0.14,-0.28,-0.42,-0.29,-0.21,1.25,0.46,-0.28,0.12,0.68,-0.04,-0.61,-0.57,-0.3125
"5639",5639,"Max Lorenz",1970,"West Germany",-0.39,-0.55,-0.57,-0.57,-1.41,-1.15,-0.57,-0.95,-0.87,-0.99,-0.46,-0.59,-0.24,-0.61,-1.05,-0.66,-2.1,-0.81
"5640",5640,"Reinhard Libuda",1970,"West Germany",0.36,-0.44,6.34,-0.08,0.31,0.28,2.75,3.44,-0.09,-0.69,-0.68,-0.59,-0.59,-0.13,0.13,3.04,3.72,3.2025
"5641",5641,"Siegfried Held",1970,"West Germany",-0.39,-0.28,0.68,-0.24,-0.53,-0.22,1.09,0.31,-0.79,-0.58,-0.68,-0.59,-0.59,-0.77,0.64,0.89,0.09,0.465
"5642",5642,"Uwe Seeler",1970,"West Germany",1.87,2.33,0.06,4.64,0.5,-0.42,-0.27,0.07,0.55,0.78,-0.18,0.21,5.1,0.2,0.81,0.53,-0.35,-0.14
"5643",5643,"Willi Schulz",1970,"West Germany",-0.39,-0.62,-0.26,-0.63,-0.42,-0.02,-0.73,-0.59,1.16,0.24,-0.11,0.79,-0.24,0.52,-0.54,-0.06,-0.61,-0.4
"5644",5644,"Wolfgang Overath",1970,"West Germany",0.36,0.76,0.68,-0.24,3.26,1.68,0.48,1.58,0.13,1.19,-0.46,-0.18,-0.59,0.2,0.47,0.81,3.26,1.105
"5645",5645,"Wolfgang Weber",1970,"West Germany",-0.39,-0.62,-0.57,-0.63,-1.08,-1.06,-0.73,-0.89,-0.66,-0.66,0.1,-0.28,-0.24,-0.94,-0.54,-0.89,-1.95,-0.8125
"5646",5646,"Alberto Gonzalez",1966,"Argentina",-0.39,-0.09,-0.19,-0.42,2.2,0.26,2.02,3.72,1.47,1.5,-0.6,-0.62,0.2,2.06,1.47,0.16,3.98,1.4525
"5647",5647,"Antonio Rattin",1966,"Argentina",-0.39,-0.24,-0.62,-0.51,0.88,-0.08,0.06,-0.75,-0.21,0.24,-0.15,1.92,-0.2,1.46,-0.76,-0.48,-0.83,-0.3475
"5648",5648,"Antonio Roma",1966,"Argentina",-0.39,-0.63,-0.62,-0.67,1.53,2.14,-0.77,-1.09,-1.1,-1.01,-0.42,-0.62,0.2,-1.21,-0.2,-0.93,1.05,-0.085
"5649",5649,"Ermindo Onega",1966,"Argentina",0.93,2.24,0.24,0.88,2.57,1.22,2.58,2.94,-0.04,0.06,-0.42,-0.62,-0.6,-0.02,0.64,1.86,4.16,1.745
"5650",5650,"Jorge Salari",1966,"Argentina",-0.39,-0.37,-0.19,-0.26,2.1,-0.08,2.3,1.82,0.93,0.91,-0.24,-0.23,-0.6,2.65,2.03,0.55,1.74,0.9625
"5651",5651,"Luis Artime",1966,"Argentina",3.56,1.86,-0.62,1.62,-0.66,-0.95,0.62,-0.86,-0.95,-0.47,-0.69,-0.62,-0.2,-0.02,1.47,0.48,-1.81,-0.4525
"5652",5652,"Oscar Calics",1966,"Argentina",-0.39,-0.63,-0.62,-0.67,-1.34,-1.24,-0.77,-0.64,-0.95,-0.77,0.12,-0.62,-0.2,-0.91,-1.04,-0.77,-1.88,-0.8175
"5653",5653,"Oscar Más",1966,"Argentina",-0.39,0.32,-0.62,0.31,-0.03,-0.81,0.62,0.93,0.31,0.09,-0.6,-0.23,-0.2,2.06,1.75,-0.11,0.12,0.03
"5654",5654,"Rafael Albrecht",1966,"Argentina",-0.39,-0.63,-0.62,-0.67,-0.34,-0.42,-0.5,-0.53,0.09,0.34,1.3,0.37,0.2,0.27,0.08,-0.41,-0.95,-0.5175
"5655",5655,"Roberto Ferreiro",1966,"Argentina",-0.39,-0.47,-0.19,-0.42,1.14,1.37,0.62,0.26,0.95,2.54,0.66,-0.62,-0.6,-0.32,2.03,-0.45,1.63,0.515
"5656",5656,"Roberto Perfumo",1966,"Argentina",-0.39,-0.63,-0.62,-0.67,-0.19,-0.56,0.06,-0.86,-0.02,0.78,2.92,1.74,-0.2,-0.32,-0.2,-0.87,-1.42,-0.495
"5657",5657,"Silvio Marzolini",1966,"Argentina",-0.39,-0.47,-0.62,-0.18,2.18,2.33,0.62,1.93,0.6,1.81,0.75,-0.62,0.59,0.57,-0.48,-0.36,4.26,1.065
"5658",5658,"Alcindo Alcindo",1966,"Brazil",-0.39,1.15,-0.62,0.96,-1,-1.19,-0.03,-0.79,-0.76,-0.69,-0.69,-0.62,-0.6,-1.21,-0.67,-0.35,-1.98,-0.6575
"5659",5659,"Altair Altair",1966,"Brazil",-0.39,-0.63,-0.62,-0.67,-0.19,-0.36,-0.77,-0.04,1.16,0.98,0.87,-0.62,-0.07,0.37,-0.3,-0.93,-0.4,-0.4475
"5660",5660,"António dos Santos Lima",1966,"Brazil",-0.39,-0.11,-0.62,-0.67,2.41,1.7,0.71,0.85,1.99,0.78,-0.45,0.41,-0.6,2.36,0.08,1.05,2.55,0.66
"5661",5661,"Brito",1966,"Brazil",-0.39,-0.63,-0.62,-0.45,-1.24,-0.87,-0.77,-1.09,-1.1,-1.01,-0.21,0.43,0.46,-0.82,-1.04,-0.63,-1.96,-0.8375
"5662",5662,"Denílson",1966,"Brazil",-0.39,-0.39,-0.62,-0.67,1.43,-0.1,-0.4,0.4,0.87,0.26,-0.69,-0.62,-0.6,1.96,-1.04,-0.45,0.3,-0.18
